,Year,Distance,Gender,Rank,DistancesCategory,Result,Stroke_Backstroke,Stroke_Breaststroke,Stroke_Butterfly,Stroke_Freestyle,Stroke_Individual medley
1548,1992,200,1,4,0,135,0,1,0,0,0
1549,1992,200,0,1,0,146,0,1,0,0,0
1550,1992,200,0,2,0,146,0,1,0,0,0
1551,1992,200,0,3,0,146,0,1,0,0,0
1552,1992,200,0,4,0,148,0,1,0,0,0
1553,1992,200,0,4,0,149,0,1,0,0,0
1554,1992,200,0,4,0,150,0,1,0,0,0
1555,1992,200,0,4,0,151,0,1,0,0,0
1556,1992,200,0,4,0,151,0,1,0,0,0
1557,1992,200,1,1,0,116,0,0,1,0,0
1558,1992,200,1,2,0,117,0,0,1,0,0
1559,1992,200,1,3,0,118,0,0,1,0,0
1560,1992,200,1,4,0,118,0,0,1,0,0
1561,1992,200,1,4,0,118,0,0,1,0,0
1562,1992,200,1,4,0,118,0,0,1,0,0
1563,1992,200,1,4,0,119,0,0,1,0,0
1564,1992,200,1,4,0,119,0,0,1,0,0
1565,1992,200,0,1,0,128,0,0,1,0,0
1566,1992,200,0,2,0,129,0,0,1,0,0
1567,1992,200,0,3,0,129,0,0,1,0,0
1568,1992,200,0,4,0,129,0,0,1,0,0
1569,1992,200,0,4,0,130,0,0,1,0,0
1570,1992,200,0,4,0,131,0,0,1,0,0
1571,1992,200,0,4,0,131,0,0,1,0,0
1572,1992,200,0,4,0,133,0,0,1,0,0
1573,1992,200,1,1,0,106,0,0,0,1,0
1574,1992,200,1,2,0,106,0,0,0,1,0
1575,1992,200,1,3,0,107,0,0,0,1,0
1576,1992,200,1,4,0,108,0,0,0,1,0
1577,1992,200,1,4,0,108,0,0,0,1,0
1578,1992,200,1,4,0,108,0,0,0,1,0
1579,1992,200,1,4,0,108,0,0,0,1,0
1580,1992,200,1,4,0,110,0,0,0,1,0
1581,1992,200,0,1,0,117,0,0,0,1,0
1582,1992,200,0,2,0,118,0,0,0,1,0
1583,1992,200,0,3,0,119,0,0,0,1,0
1584,1992,200,0,4,0,119,0,0,0,1,0
1585,1992,200,0,4,0,120,0,0,0,1,0
1586,1992,200,0,4,0,120,0,0,0,1,0
1587,1992,200,0,4,0,120,0,0,0,1,0
1588,1992,200,0,4,0,122,0,0,0,1,0
1589,1992,200,1,1,0,120,0,0,0,0,1
1590,1992,200,1,2,0,120,0,0,0,0,1
1591,1992,200,1,3,0,121,0,0,0,0,1
1592,1992,200,1,4,0,121,0,0,0,0,1
1593,1992,200,1,4,0,121,0,0,0,0,1
1594,1992,200,1,4,0,122,0,0,0,0,1
1595,1992,200,1,4,0,122,0,0,0,0,1
1596,1992,200,1,4,0,124,0,0,0,0,1
1597,1992,200,0,1,0,131,0,0,0,0,1
1598,1992,200,0,2,0,131,0,0,0,0,1
1599,1992,200,0,3,0,133,0,0,0,0,1
1600,1992,200,0,4,0,135,0,0,0,0,1
1601,1992,200,0,4,0,135,0,0,0,0,1
1602,1992,200,0,4,0,137,0,0,0,0,1
1603,1992,200,0,4,0,137,0,0,0,0,1
1604,1992,200,0,4,0,138,0,0,0,0,1
1605,1992,400,1,1,0,225,0,0,0,1,0
1606,1992,400,1,2,0,225,0,0,0,1,0
1607,1992,400,1,3,0,226,0,0,0,1,0
1608,1992,400,1,4,0,228,0,0,0,1,0
1609,1992,400,1,4,0,228,0,0,0,1,0
1610,1992,400,1,4,0,229,0,0,0,1,0
1611,1992,400,1,4,0,229,0,0,0,1,0
1612,1992,400,1,4,0,229,0,0,0,1,0
1613,1992,400,0,1,0,247,0,0,0,1,0
1614,1992,400,0,2,0,247,0,0,0,1,0
1615,1992,400,0,3,0,251,0,0,0,1,0
1616,1992,400,0,4,0,251,0,0,0,1,0
1617,1992,400,0,4,0,251,0,0,0,1,0
1618,1992,400,0,4,0,253,0,0,0,1,0
1619,1992,400,0,4,0,254,0,0,0,1,0
1620,1992,400,0,4,0,255,0,0,0,1,0
1621,1992,400,1,1,0,254,0,0,0,0,1
1622,1992,400,1,2,0,255,0,0,0,0,1
1623,1992,400,1,3,0,256,0,0,0,0,1
1624,1992,400,1,4,0,257,0,0,0,0,1
1625,1992,400,1,4,0,257,0,0,0,0,1
1626,1992,400,1,4,0,259,0,0,0,0,1
1627,1992,400,1,4,0,262,0,0,0,0,1
1628,1992,400,1,4,0,263,0,0,0,0,1
1629,1992,400,0,1,0,276,0,0,0,0,1
1630,1992,400,0,2,0,276,0,0,0,0,1
1631,1992,400,0,3,0,277,0,0,0,0,1
1632,1992,400,0,4,0,283,0,0,0,0,1
1633,1992,400,0,4,0,286,0,0,0,0,1
1634,1992,400,0,4,0,287,0,0,0,0,1
1635,1992,400,0,4,0,287,0,0,0,0,1
1636,1992,400,0,4,0,293,0,0,0,0,1
1637,1992,50,1,1,0,21,0,0,0,1,0
1638,1992,50,1,2,0,22,0,0,0,1,0
1639,1992,50,1,3,0,22,0,0,0,1,0
1640,1992,50,1,4,0,22,0,0,0,1,0
1641,1992,50,1,4,0,22,0,0,0,1,0
1642,1992,50,1,4,0,22,0,0,0,1,0
1643,1992,50,1,4,0,22,0,0,0,1,0
1644,1992,50,1,4,0,22,0,0,0,1,0
1645,1992,50,0,1,0,24,0,0,0,1,0
1646,1992,50,0,2,0,25,0,0,0,1,0
1647,1992,50,0,3,0,25,0,0,0,1,0
1648,1992,50,0,4,0,25,0,0,0,1,0
1649,1992,50,0,4,0,25,0,0,0,1,0
1650,1992,50,0,4,0,25,0,0,0,1,0
1651,1992,50,0,4,0,25,0,0,0,1,0
1652,1992,50,0,4,0,25,0,0,0,1,0
1653,1992,800,0,1,1,505,0,0,0,1,0
1654,1992,800,0,2,1,510,0,0,0,1,0
1655,1992,800,0,3,1,510,0,0,0,1,0
1656,1992,800,0,4,1,515,0,0,0,1,0
1657,1992,800,0,4,1,517,0,0,0,1,0
1658,1992,800,0,4,1,517,0,0,0,1,0
1659,1992,800,0,4,1,519,0,0,0,1,0
1660,1992,800,0,4,1,521,0,0,0,1,0
1661,1988,100,1,1,0,55,1,0,0,0,0
1662,1988,100,1,2,0,55,1,0,0,0,0
1663,1988,100,1,3,0,55,1,0,0,0,0
1664,1988,100,1,4,0,55,1,0,0,0,0
1665,1988,100,1,4,0,56,1,0,0,0,0
1666,1988,100,1,4,0,56,1,0,0,0,0
1667,1988,100,1,4,0,56,1,0,0,0,0
1668,1988,100,1,4,0,56,1,0,0,0,0
1669,1988,100,0,1,0,60,1,0,0,0,0
1670,1988,100,0,2,0,61,1,0,0,0,0
1671,1988,100,0,3,0,61,1,0,0,0,0
1672,1988,100,0,4,0,62,1,0,0,0,0
1673,1988,100,0,4,0,62,1,0,0,0,0
1674,1988,100,0,4,0,63,1,0,0,0,0
1675,1988,100,0,4,0,64,1,0,0,0,0
1676,1988,100,0,4,0,64,1,0,0,0,0
1677,1988,100,1,1,0,62,0,1,0,0,0
1678,1988,100,1,2,0,62,0,1,0,0,0
1679,1988,100,1,3,0,62,0,1,0,0,0
1680,1988,100,1,4,0,62,0,1,0,0,0
1681,1988,100,1,4,0,62,0,1,0,0,0
1682,1988,100,1,4,0,62,0,1,0,0,0
1683,1988,100,1,4,0,62,0,1,0,0,0
1684,1988,100,1,4,0,63,0,1,0,0,0
1685,1988,100,0,1,0,67,0,1,0,0,0
1686,1988,100,0,2,0,68,0,1,0,0,0
1687,1988,100,0,3,0,68,0,1,0,0,0
1688,1988,100,0,4,0,68,0,1,0,0,0
1689,1988,100,0,4,0,69,0,1,0,0,0
1690,1988,100,0,4,0,69,0,1,0,0,0
1691,1988,100,0,4,0,70,0,1,0,0,0
1692,1988,100,0,4,0,70,0,1,0,0,0
1693,1988,100,1,1,0,53,0,0,1,0,0
1694,1988,100,1,2,0,53,0,0,1,0,0
1695,1988,100,1,3,0,53,0,0,1,0,0
1696,1988,100,1,4,0,53,0,0,1,0,0
1697,1988,100,1,4,0,53,0,0,1,0,0
1698,1988,100,1,4,0,54,0,0,1,0,0
1699,1988,100,1,4,0,54,0,0,1,0,0
1700,1988,100,1,4,0,54,0,0,1,0,0
1701,1988,100,0,4,0,59,0,0,1,0,0
1702,1988,100,0,4,0,59,0,0,1,0,0
1703,1988,100,0,4,0,59,0,0,1,0,0
1704,1988,100,0,4,0,59,0,0,1,0,0
1705,1988,100,0,1,0,60,0,0,1,0,0
1706,1988,100,0,2,0,60,0,0,1,0,0
1707,1988,100,0,3,0,60,0,0,1,0,0
1708,1988,100,0,4,0,61,0,0,1,0,0
1709,1988,100,1,1,0,48,0,0,0,1,0
1710,1988,100,1,2,0,49,0,0,0,1,0
1711,1988,100,1,3,0,49,0,0,0,1,0
1712,1988,100,1,4,0,49,0,0,0,1,0
1713,1988,100,1,4,0,50,0,0,0,1,0
1714,1988,100,1,4,0,50,0,0,0,1,0
1715,1988,100,1,4,0,50,0,0,0,1,0
1716,1988,100,1,4,0,50,0,0,0,1,0
1717,1988,100,0,1,0,54,0,0,0,1,0
1718,1988,100,0,2,0,55,0,0,0,1,0
1719,1988,100,0,3,0,55,0,0,0,1,0
1720,1988,100,0,4,0,55,0,0,0,1,0
1721,1988,100,0,4,0,55,0,0,0,1,0
1722,1988,100,0,4,0,56,0,0,0,1,0
1723,1988,100,0,4,0,56,0,0,0,1,0
1724,1988,100,0,4,0,56,0,0,0,1,0
1725,1988,1500,1,1,3,900,0,0,0,1,0
1726,1988,1500,1,2,3,902,0,0,0,1,0
1727,1988,1500,1,3,3,906,0,0,0,1,0
1728,1988,1500,1,4,3,906,0,0,0,1,0
1729,1988,1500,1,4,3,914,0,0,0,1,0
1730,1988,1500,1,4,3,918,0,0,0,1,0
1731,1988,1500,1,4,3,921,0,0,0,1,0
1732,1988,1500,1,4,3,937,0,0,0,1,0
1733,1988,200,1,1,0,119,1,0,0,0,0
1734,1988,200,1,2,0,119,1,0,0,0,0
1735,1988,200,1,3,0,120,1,0,0,0,0
1736,1988,200,1,4,0,120,1,0,0,0,0
1737,1988,200,1,4,0,121,1,0,0,0,0
1738,1988,200,1,4,0,121,1,0,0,0,0
1739,1988,200,1,4,0,122,1,0,0,0,0
1740,1988,200,1,4,0,122,1,0,0,0,0
1741,1988,200,0,1,0,129,1,0,0,0,0
1742,1988,200,0,2,0,130,1,0,0,0,0
1743,1988,200,0,3,0,131,1,0,0,0,0
1744,1988,200,0,4,0,132,1,0,0,0,0
1745,1988,200,0,4,0,133,1,0,0,0,0
1746,1988,200,0,4,0,135,1,0,0,0,0
1747,1988,200,0,4,0,135,1,0,0,0,0
1748,1988,200,0,4,0,135,1,0,0,0,0
1749,1988,200,1,1,0,133,0,1,0,0,0
1750,1988,200,1,2,0,134,0,1,0,0,0
1751,1988,200,1,3,0,135,0,1,0,0,0
1752,1988,200,1,4,0,135,0,1,0,0,0
1753,1988,200,1,4,0,136,0,1,0,0,0
1754,1988,200,1,4,0,136,0,1,0,0,0
1755,1988,200,1,4,0,137,0,1,0,0,0
1756,1988,200,1,4,0,137,0,1,0,0,0
1757,1988,200,0,1,0,146,0,1,0,0,0
1758,1988,200,0,2,0,147,0,1,0,0,0
1759,1988,200,0,3,0,148,0,1,0,0,0
1760,1988,200,0,4,0,148,0,1,0,0,0
1761,1988,200,0,4,0,148,0,1,0,0,0
1762,1988,200,0,4,0,149,0,1,0,0,0
1763,1988,200,0,4,0,149,0,1,0,0,0
1764,1988,200,0,4,0,149,0,1,0,0,0
1765,1988,200,1,1,0,116,0,0,1,0,0
1766,1988,200,1,2,0,118,0,0,1,0,0
1767,1988,200,1,3,0,118,0,0,1,0,0
1768,1988,200,1,4,0,118,0,0,1,0,0
1769,1988,200,1,4,0,119,0,0,1,0,0
1770,1988,200,1,4,0,119,0,0,1,0,0
1771,1988,200,1,4,0,119,0,0,1,0,0
1772,1988,200,1,4,0,120,0,0,1,0,0
1773,1988,200,0,1,0,129,0,0,1,0,0
1774,1988,200,0,2,0,129,0,0,1,0,0
1775,1988,200,0,3,0,130,0,0,1,0,0
1776,1988,200,0,4,0,131,0,0,1,0,0
1777,1988,200,0,4,0,131,0,0,1,0,0
1778,1988,200,0,4,0,131,0,0,1,0,0
1779,1988,200,0,4,0,132,0,0,1,0,0
1780,1988,200,0,4,0,133,0,0,1,0,0
1781,1988,200,1,1,0,107,0,0,0,1,0
1782,1988,200,1,2,0,107,0,0,0,1,0
1783,1988,200,1,3,0,107,0,0,0,1,0
1784,1988,200,1,4,0,108,0,0,0,1,0
1785,1988,200,1,4,0,108,0,0,0,1,0
1786,1988,200,1,4,0,108,0,0,0,1,0
1787,1988,200,1,4,0,108,0,0,0,1,0
1788,1988,200,1,4,0,109,0,0,0,1,0
1789,1988,200,0,1,0,117,0,0,0,1,0
1790,1988,200,0,2,0,118,0,0,0,1,0
1791,1988,200,0,3,0,119,0,0,0,1,0
1792,1988,200,0,4,0,119,0,0,0,1,0
1793,1988,200,0,4,0,119,0,0,0,1,0
1794,1988,200,0,4,0,120,0,0,0,1,0
1795,1988,200,0,4,0,120,0,0,0,1,0
1796,1988,200,0,4,0,122,0,0,0,1,0
1797,1988,200,1,1,0,120,0,0,0,0,1
1798,1988,200,1,2,0,121,0,0,0,0,1
1799,1988,200,1,3,0,122,0,0,0,0,1
1800,1988,200,1,4,0,122,0,0,0,0,1
1801,1988,200,1,4,0,123,0,0,0,0,1
1802,1988,200,1,4,0,124,0,0,0,0,1
1803,1988,200,1,4,0,124,0,0,0,0,1
1804,1988,200,1,4,0,126,0,0,0,0,1
1805,1988,200,0,1,0,132,0,0,0,0,1
1806,1988,200,0,2,0,133,0,0,0,0,1
1807,1988,200,0,3,0,134,0,0,0,0,1
1808,1988,200,0,4,0,136,0,0,0,0,1
1809,1988,200,0,4,0,136,0,0,0,0,1
1810,1988,200,0,4,0,136,0,0,0,0,1
1811,1988,200,0,4,0,137,0,0,0,0,1
1812,1988,200,0,4,0,137,0,0,0,0,1
1813,1988,400,1,1,0,226,0,0,0,1,0
1814,1988,400,1,2,0,227,0,0,0,1,0
1815,1988,400,1,3,0,227,0,0,0,1,0
1816,1988,400,1,4,0,228,0,0,0,1,0
1817,1988,400,1,4,0,228,0,0,0,1,0
1818,1988,400,1,4,0,229,0,0,0,1,0
1819,1988,400,1,4,0,230,0,0,0,1,0
1820,1988,400,1,4,0,231,0,0,0,1,0
1821,1988,400,0,1,0,243,0,0,0,1,0
1822,1988,400,0,2,0,245,0,0,0,1,0
1823,1988,400,0,3,0,246,0,0,0,1,0
1824,1988,400,0,4,0,248,0,0,0,1,0
1825,1988,400,0,4,0,250,0,0,0,1,0
1826,1988,400,0,4,0,251,0,0,0,1,0
1827,1988,400,0,4,0,253,0,0,0,1,0
1828,1988,400,0,4,0,253,0,0,0,1,0
1829,1988,400,1,1,0,254,0,0,0,0,1
1830,1988,400,1,2,0,257,0,0,0,0,1
1831,1988,400,1,3,0,258,0,0,0,0,1
1832,1988,400,1,4,0,258,0,0,0,0,1
1833,1988,400,1,4,0,258,0,0,0,0,1
1834,1988,400,1,4,0,261,0,0,0,0,1
1835,1988,400,1,4,0,263,0,0,0,0,1
1836,1988,400,1,4,0,264,0,0,0,0,1
1837,1988,400,0,1,0,277,0,0,0,0,1
1838,1988,400,0,2,0,279,0,0,0,0,1
1839,1988,400,0,3,0,279,0,0,0,0,1
1840,1988,400,0,4,0,280,0,0,0,0,1
1841,1988,400,0,4,0,281,0,0,0,0,1
1842,1988,400,0,4,0,285,0,0,0,0,1
1843,1988,400,0,4,0,287,0,0,0,0,1
1844,1988,400,0,4,0,287,0,0,0,0,1
1845,1988,50,1,1,0,22,0,0,0,1,0
1846,1988,50,1,2,0,22,0,0,0,1,0
1847,1988,50,1,3,0,22,0,0,0,1,0
1848,1988,50,1,4,0,22,0,0,0,1,0
1849,1988,50,1,4,0,22,0,0,0,1,0
1850,1988,50,1,4,0,22,0,0,0,1,0
1851,1988,50,1,4,0,23,0,0,0,1,0
1852,1988,50,1,4,0,23,0,0,0,1,0
1853,1988,50,0,1,0,25,0,0,0,1,0
1854,1988,50,0,2,0,25,0,0,0,1,0
1855,1988,50,0,3,0,25,0,0,0,1,0
1856,1988,50,0,3,0,25,0,0,0,1,0
1857,1988,50,0,4,0,25,0,0,0,1,0
1858,1988,50,0,4,0,25,0,0,0,1,0
1859,1988,50,0,4,0,25,0,0,0,1,0
1860,1988,50,0,4,0,26,0,0,0,1,0
1861,1988,800,0,1,1,500,0,0,0,1,0
1862,1988,800,0,2,1,502,0,0,0,1,0
1863,1988,800,0,3,1,502,0,0,0,1,0
1864,1988,800,0,4,1,503,0,0,0,1,0
1865,1988,800,0,4,1,510,0,0,0,1,0
1866,1988,800,0,4,1,510,0,0,0,1,0
1867,1988,800,0,4,1,517,0,0,0,1,0
1868,1988,800,0,4,1,521,0,0,0,1,0
1869,1984,100,1,1,0,55,1,0,0,0,0
1870,1984,100,1,2,0,56,1,0,0,0,0
1871,1984,100,1,3,0,56,1,0,0,0,0
1872,1984,100,1,4,0,56,1,0,0,0,0
1873,1984,100,1,4,0,57,1,0,0,0,0
1874,1984,100,1,4,0,57,1,0,0,0,0
1875,1984,100,1,4,0,57,1,0,0,0,0
1876,1984,100,1,4,0,58,1,0,0,0,0
1877,1984,100,0,1,0,62,1,0,0,0,0
1878,1984,100,0,2,0,62,1,0,0,0,0
1879,1984,100,0,3,0,62,1,0,0,0,0
1880,1984,100,0,4,0,63,1,0,0,0,0
1881,1984,100,0,4,0,63,1,0,0,0,0
1882,1984,100,0,4,0,63,1,0,0,0,0
1883,1984,100,0,4,0,64,1,0,0,0,0
1884,1984,100,0,4,0,64,1,0,0,0,0
1885,1984,100,1,1,0,61,0,1,0,0,0
1886,1984,100,1,2,0,61,0,1,0,0,0
1887,1984,100,1,3,0,62,0,1,0,0,0
1888,1984,100,1,4,0,63,0,1,0,0,0
1889,1984,100,1,4,0,63,0,1,0,0,0
1890,1984,100,1,4,0,63,0,1,0,0,0
1891,1984,100,1,4,0,63,0,1,0,0,0
1892,1984,100,1,4,0,64,0,1,0,0,0
1893,1984,100,0,1,0,69,0,1,0,0,0
1894,1984,100,0,2,0,70,0,1,0,0,0
1895,1984,100,0,3,0,70,0,1,0,0,0
1896,1984,100,0,4,0,70,0,1,0,0,0
1897,1984,100,0,4,0,71,0,1,0,0,0
1898,1984,100,0,4,0,71,0,1,0,0,0
1899,1984,100,0,4,0,71,0,1,0,0,0
1900,1984,100,0,4,0,71,0,1,0,0,0
1901,1984,100,1,1,0,53,0,0,1,0,0
1902,1984,100,1,2,0,53,0,0,1,0,0
1903,1984,100,1,3,0,53,0,0,1,0,0
1904,1984,100,1,4,0,54,0,0,1,0,0
1905,1984,100,1,4,0,54,0,0,1,0,0
1906,1984,100,1,4,0,54,0,0,1,0,0
1907,1984,100,1,4,0,54,0,0,1,0,0
1908,1984,100,1,4,0,55,0,0,1,0,0
1909,1984,100,0,4,0,59,0,0,1,0,0
1910,1984,100,0,1,0,60,0,0,1,0,0
1911,1984,100,0,2,0,61,0,0,1,0,0
1912,1984,100,0,3,0,61,0,0,1,0,0
1913,1984,100,0,4,0,61,0,0,1,0,0
1914,1984,100,0,4,0,61,0,0,1,0,0
1915,1984,100,0,4,0,61,0,0,1,0,0
1916,1984,100,0,4,0,62,0,0,1,0,0
1917,1984,100,1,1,0,49,0,0,0,1,0
1918,1984,100,1,2,0,50,0,0,0,1,0
1919,1984,100,1,3,0,50,0,0,0,1,0
1920,1984,100,1,4,0,50,0,0,0,1,0
1921,1984,100,1,4,0,50,0,0,0,1,0
1922,1984,100,1,4,0,50,0,0,0,1,0
1923,1984,100,1,4,0,50,0,0,0,1,0
1924,1984,100,1,4,0,50,0,0,0,1,0
1925,1984,100,0,1,0,55,0,0,0,1,0
1926,1984,100,0,1,0,55,0,0,0,1,0
1927,1984,100,0,3,0,56,0,0,0,1,0
1928,1984,100,0,4,0,56,0,0,0,1,0
1929,1984,100,0,4,0,56,0,0,0,1,0
1930,1984,100,0,4,0,56,0,0,0,1,0
1931,1984,100,0,4,0,57,0,0,0,1,0
1932,1984,100,0,4,0,58,0,0,0,1,0
1933,1984,1500,1,1,3,905,0,0,0,1,0
1934,1984,1500,1,2,3,910,0,0,0,1,0
1935,1984,1500,1,3,3,912,0,0,0,1,0
1936,1984,1500,1,4,3,920,0,0,0,1,0
1937,1984,1500,1,4,3,926,0,0,0,1,0
1938,1984,1500,1,4,3,928,0,0,0,1,0
1939,1984,1500,1,4,3,931,0,0,0,1,0
1940,1984,1500,1,4,3,938,0,0,0,1,0
1941,1984,200,1,1,0,120,1,0,0,0,0
1942,1984,200,1,2,0,121,1,0,0,0,0
1943,1984,200,1,3,0,122,1,0,0,0,0
1944,1984,200,1,4,0,123,1,0,0,0,0
1945,1984,200,1,4,0,123,1,0,0,0,0
1946,1984,200,1,4,0,123,1,0,0,0,0
1947,1984,200,1,4,0,124,1,0,0,0,0
1948,1984,200,1,4,0,124,1,0,0,0,0
1949,1984,200,0,1,0,132,1,0,0,0,0
1950,1984,200,0,2,0,133,1,0,0,0,0
1951,1984,200,0,3,0,133,1,0,0,0,0
1952,1984,200,0,4,0,134,1,0,0,0,0
1953,1984,200,0,4,0,135,1,0,0,0,0
1954,1984,200,0,4,0,135,1,0,0,0,0
1955,1984,200,0,4,0,136,1,0,0,0,0
1956,1984,200,0,4,0,137,1,0,0,0,0
1957,1984,200,1,2,0,133,0,1,0,0,0
1958,1984,200,1,3,0,135,0,1,0,0,0
1959,1984,200,1,4,0,137,0,1,0,0,0
1960,1984,200,1,4,0,138,0,1,0,0,0
1961,1984,200,1,4,0,138,0,1,0,0,0
1962,1984,200,1,4,0,138,0,1,0,0,0
1963,1984,200,1,4,0,140,0,1,0,0,0
1964,1984,200,0,1,0,150,0,1,0,0,0
1965,1984,200,0,2,0,151,0,1,0,0,0
1966,1984,200,0,3,0,151,0,1,0,0,0
1967,1984,200,0,4,0,152,0,1,0,0,0
1968,1984,200,0,4,0,153,0,1,0,0,0
1969,1984,200,0,4,0,153,0,1,0,0,0
1970,1984,200,0,4,0,155,0,1,0,0,0
1971,1984,200,0,4,0,155,0,1,0,0,0
1972,1984,200,1,1,0,117,0,0,1,0,0
1973,1984,200,1,2,0,117,0,0,1,0,0
1974,1984,200,1,3,0,117,0,0,1,0,0
1975,1984,200,1,4,0,117,0,0,1,0,0
1976,1984,200,1,4,0,118,0,0,1,0,0
1977,1984,200,1,4,0,119,0,0,1,0,0
1978,1984,200,1,4,0,120,0,0,1,0,0
1979,1984,200,1,4,0,121,0,0,1,0,0
1980,1984,200,0,1,0,126,0,0,1,0,0
1981,1984,200,0,2,0,130,0,0,1,0,0
1982,1984,200,0,3,0,131,0,0,1,0,0
1983,1984,200,0,4,0,131,0,0,1,0,0
1984,1984,200,0,4,0,132,0,0,1,0,0
1985,1984,200,0,4,0,132,0,0,1,0,0
1986,1984,200,0,4,0,135,0,0,1,0,0
1987,1984,200,0,4,0,137,0,0,1,0,0
1988,1984,200,1,1,0,107,0,0,0,1,0
1989,1984,200,1,2,0,109,0,0,0,1,0
1990,1984,200,1,3,0,109,0,0,0,1,0
1991,1984,200,1,4,0,110,0,0,0,1,0
1992,1984,200,1,4,0,110,0,0,0,1,0
1993,1984,200,1,4,0,111,0,0,0,1,0
1994,1984,200,1,4,0,112,0,0,0,1,0
1995,1984,200,1,4,0,113,0,0,0,1,0
1996,1984,200,0,1,0,119,0,0,0,1,0
1997,1984,200,0,2,0,119,0,0,0,1,0
1998,1984,200,0,3,0,119,0,0,0,1,0
1999,1984,200,0,4,0,119,0,0,0,1,0
2000,1984,200,0,4,0,120,0,0,0,1,0
2001,1984,200,0,4,0,120,0,0,0,1,0
2002,1984,200,0,4,0,121,0,0,0,1,0
2003,1984,200,0,4,0,122,0,0,0,1,0
2004,1984,200,1,1,0,121,0,0,0,0,1
2005,1984,200,1,2,0,123,0,0,0,0,1
2006,1984,200,1,3,0,124,0,0,0,0,1
2007,1984,200,1,4,0,124,0,0,0,0,1
2008,1984,200,1,4,0,124,0,0,0,0,1
2009,1984,200,1,4,0,125,0,0,0,0,1
2010,1984,200,1,4,0,125,0,0,0,0,1
2011,1984,200,1,4,0,126,0,0,0,0,1
2012,1984,200,0,1,0,132,0,0,0,0,1
2013,1984,200,0,2,0,135,0,0,0,0,1
2014,1984,200,0,3,0,135,0,0,0,0,1
2015,1984,200,0,4,0,136,0,0,0,0,1
2016,1984,200,0,4,0,137,0,0,0,0,1
2017,1984,200,0,4,0,139,0,0,0,0,1
2018,1984,200,0,4,0,139,0,0,0,0,1
2019,1984,200,0,4,0,140,0,0,0,0,1
2020,1984,400,1,1,0,231,0,0,0,1,0
2021,1984,400,1,2,0,231,0,0,0,1,0
2022,1984,400,1,3,0,231,0,0,0,1,0
2023,1984,400,1,4,0,232,0,0,0,1,0
2024,1984,400,1,4,0,234,0,0,0,1,0
2025,1984,400,1,4,0,234,0,0,0,1,0
2026,1984,400,1,4,0,235,0,0,0,1,0
2027,1984,400,1,4,0,235,0,0,0,1,0
2028,1984,400,0,1,0,247,0,0,0,1,0
2029,1984,400,0,2,0,250,0,0,0,1,0
2030,1984,400,0,3,0,251,0,0,0,1,0
2031,1984,400,0,4,0,252,0,0,0,1,0
2032,1984,400,0,4,0,253,0,0,0,1,0
2033,1984,400,0,4,0,256,0,0,0,1,0
2034,1984,400,0,4,0,256,0,0,0,1,0
2035,1984,400,0,4,0,256,0,0,0,1,0
2036,1984,400,1,1,0,257,0,0,0,0,1
2037,1984,400,1,2,0,258,0,0,0,0,1
2038,1984,400,1,3,0,260,0,0,0,0,1
2039,1984,400,1,4,0,261,0,0,0,0,1
2040,1984,400,1,4,0,262,0,0,0,0,1
2041,1984,400,1,4,0,263,0,0,0,0,1
2042,1984,400,1,4,0,265,0,0,0,0,1
2043,1984,400,1,4,0,266,0,0,0,0,1
2044,1984,400,0,1,0,279,0,0,0,0,1
2045,1984,400,0,2,0,288,0,0,0,0,1
2046,1984,400,0,3,0,288,0,0,0,0,1
2047,1984,400,0,4,0,289,0,0,0,0,1
2048,1984,400,0,4,0,290,0,0,0,0,1
2049,1984,400,0,4,0,290,0,0,0,0,1
2050,1984,400,0,4,0,292,0,0,0,0,1
2051,1984,400,0,4,0,293,0,0,0,0,1
2052,1984,800,0,1,1,504,0,0,0,1,0
2053,1984,800,0,2,1,510,0,0,0,1,0
2054,1984,800,0,3,1,512,0,0,0,1,0
2055,1984,800,0,4,1,517,0,0,0,1,0
2056,1984,800,0,4,1,522,0,0,0,1,0
2057,1984,800,0,4,1,522,0,0,0,1,0
2058,1984,800,0,4,1,527,0,0,0,1,0
2059,1984,800,0,4,1,528,0,0,0,1,0
2060,1980,100,1,1,0,56,1,0,0,0,0
2061,1980,100,1,2,0,56,1,0,0,0,0
2062,1980,100,1,3,0,57,1,0,0,0,0
2063,1980,100,1,4,0,57,1,0,0,0,0
2064,1980,100,1,4,0,57,1,0,0,0,0
2065,1980,100,1,4,0,57,1,0,0,0,0
2066,1980,100,1,4,0,57,1,0,0,0,0
2067,1980,100,1,4,0,58,1,0,0,0,0
2068,1980,100,0,1,0,60,1,0,0,0,0
2069,1980,100,0,2,0,62,1,0,0,0,0
2070,1980,100,0,3,0,62,1,0,0,0,0
2071,1980,100,0,4,0,63,1,0,0,0,0
2072,1980,100,0,4,0,63,1,0,0,0,0
2073,1980,100,0,4,0,63,1,0,0,0,0
2074,1980,100,0,4,0,64,1,0,0,0,0
2075,1980,100,0,4,0,65,1,0,0,0,0
2076,1980,100,1,2,0,63,0,1,0,0,0
2077,1980,100,1,3,0,63,0,1,0,0,0
2078,1980,100,1,4,0,63,0,1,0,0,0
2079,1980,100,1,4,0,64,0,1,0,0,0
2080,1980,100,1,4,0,64,0,1,0,0,0
2081,1980,100,1,4,0,65,0,1,0,0,0
